PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCH4 at 10 bar (mol/kg)
21.04598,21.25758,1559.44995,0.69989,1.7319779371
8.17764,8.52354,2379.22998,0.6713,2.0904916976
25.64626,25.83251,887.258,0.64963,1.0698058463
20.91048,20.94719,697.63898,0.57819,1.0594748061
21.36297,21.3994,814.45398,0.59934,1.0339946652
20.81371,20.86486,701.323,0.59373,1.1089473555
12.85958,13.21326,616.27301,0.45318,0.9513326796
10.03477,10.55423,1194.60999,0.57493,0.9709101625
15.27966,15.57999,1359.12,0.63882,1.0184922247
15.82205,16.14031,1627.89001,0.65932,1.5063010983
13.37953,13.76832,1538.17004,0.61158,1.7992362428
14.60213,14.90134,1077.26001,0.59572,0.746724329
11.09828,11.44839,1281.10999,0.58285,1.3472055847
12.29359,12.70656,1487.72998,0.61905,1.605234724
9.83921,10.47163,1154.93994,0.56063,0.7737767224
14.7679,14.95308,1680.5,0.66154,1.6149032249
11.81351,12.12025,1384.18005,0.6103,1.3998712501
11.08735,11.55867,1259.14001,0.58537,1.0465110607
22.12966,22.41416,2458.56006,0.76802,1.7328951638
34.60352,34.76966,2391.57007,0.81162,1.8523952612
19.38528,19.70169,1504.72998,0.68237,1.6691141069
28.27452,28.92517,1870.31006,0.77389,1.6986287078
17.07883,17.20404,2117.95996,0.71205,1.9290929708
18.25002,18.37499,1985.66003,0.7086,1.7173135584
18.21743,18.51682,1895.14001,0.70959,1.5546570953
28.44948,28.64639,1957.64001,0.77762,1.578172743
32.28787,32.45911,2271.82007,0.79607,1.8114011987
36.56538,36.80897,2763.38989,0.85104,2.2155516403
21.62618,22.03485,3055.20996,0.78996,1.2847807507
31.61215,31.79278,2155.76001,0.79112,1.6531779321
9.78342,10.31205,5095.2002,0.76468,2.5033292973
25.77334,25.9916,2115.88989,0.76487,1.1087735223
11.93881,12.3729,1502.18994,0.62197,1.6817742793
29.60757,29.79749,1719.84998,0.76171,1.3227351928
10.84085,11.30825,1553.48999,0.6116,1.5905530535
26.12562,26.31246,1610,0.74494,1.7244931349
18.12098,18.55944,3391.18994,0.79302,1.6427568121
16.81645,17.25338,2047.84998,0.70558,1.9476233324
11.03238,11.31706,1450.43005,0.62682,1.4021710068
15.51812,16.08668,1965,0.68386,1.7628361308
13.08207,13.31199,1567.98999,0.61489,1.91730392
16.84206,17.09377,2353.6001,0.73911,2.1057877212
16.65947,17.83709,3780.22998,0.8108,2.7535985107
18.22137,18.52289,1958.51001,0.71396,1.4982623376
36.02662,36.22341,2541.97998,0.83318,1.7556535991
29.06389,29.23421,1974.52002,0.7854,1.8703516037
17.06999,21.84517,0.878886,5678.71,3.1170465347
9.74301,10.75176,0.815295,6313.24,3.4598175003
19.29215,24.69521,0.86337,5630.55,3.1331905031
14.79019,16.8541,0.881058,6032.5,3.1700857954
8.4538,11.82927,0.762602,5169.1,3.5594770255
4.37287,5.8785,0.6035,1803.8,1.998333698
19.4342,40.79264,0.881627,5152.57,2.7997602328
14.31147,31.53533,0.878935,4716.3,2.7252539095
11.05928,13.63029,0.840298,7045.11,3.1205386758
16.95735,21.2713,0.850007,5664.24,2.8192358842
23.05095,27.19887,0.921821,7161.49,3.3450090668
13.28245,18.87147,0.841586,6920.24,3.1307997085
19.13543,20.18251,0.925666,7234.52,3.3327652698
22.62691,46.70255,0.944694,6909.94,3.7966169979
14.60239,19.26709,0.880043,7185.01,3.2546648632
16.74481,20.37206,0.868158,7079.11,3.3491846922
23.97291,30.32334,0.936709,7509.24,3.4494718111
14.09283,20.07078,0.915593,7632.89,3.2180983245
17.00824,22.0397,0.882145,5670.37,3.1003495461
10.11589,15.08265,0.84201,6141.26,3.1959078998
6.36393,10.74618,0.752802,4718.18,3.451646765
22.44125,26.15393,0.91757,6977.89,3.2966727343
24.61849,27.65603,0.926606,7318.76,3.4451525183
23.51881,26.89346,0.907975,7201.68,3.1647117461
10.65712,13.70417,0.751443,4580.15,2.778180294
14.19979,16.45166,0.8566,6352.73,2.9202621282
16.96133,17.82841,0.899363,6767.48,2.7321113143
16.19361,21.5501,0.849302,5731.38,2.9705349667
21.42207,25.60161,0.920457,6854.77,3.2823668016
18.68261,19.80545,0.907849,6924.28,3.1425620872
15.09288,16.16867,0.889887,6659,3.0793309849
17.66481,17.88533,0.659855,2784.9,1.9857829595
14.3264,16.46343,0.874842,6182.45,3.2386185346
16.35785,19.20265,0.879557,6177.59,3.1250010628
8.21165,11.19486,0.746328,5153.96,3.4887226941
20.03021,27.90267,0.936998,7200.5,3.2966120685
24.05204,32.3807,0.93653,6752.44,3.6626963062
21.20836,45.17672,0.948718,7083.79,3.682541637
22.6775,29.44681,0.920473,7298.74,3.2085901972
8.62348,9.34088,0.665883,3417.57,2.8048737497
9.52307,14.17653,0.845239,6672.55,3.6068154899
9.21646,11.47454,0.793753,5556.57,3.5120029272
25.77776,38.28542,0.923875,6603.78,3.0737951802
20.47025,48.69736,0.922033,6654.95,3.0456004145
22.34093,25.13524,0.941833,6758.06,3.5638186016
33.755,41.0155,0.945342,6461.14,4.0818323133
43.48056,44.8699,0.930474,6659.91,3.0244174878
15.14212,16.03708,0.905264,6668.09,2.7076867023
17.34102,23.96591,0.890727,5504.73,3.3364912723
22.93179,27.80421,0.928722,6476.17,3.1830101351
25.3203,35.42481,0.9497,6609.75,3.6359053886
14.24404,31.2982,0.84107,5499.38,2.8484864954
19.90615,20.05854,0.832359,4002.35,3.1888070936
15.78239,21.77943,0.88463,5577.43,3.3352662288
12.05095,21.19987,0.893735,5849.81,3.3185479322
23.33352,28.65113,0.935133,6552.74,3.2180841272
10.41687,13.86133,0.826674,4664.85,3.2518550788
14.77508,31.93548,0.88526,4719.75,2.831463082
17.06257,21.86465,0.860644,4250.38,2.804523102
15.63447,17.69571,0.694533,2970.59,3.1412563564
9.81322,12.82626,0.810021,5455.41,3.4246008744
13.93069,16.65968,0.846657,5941.27,3.0232317972
13.305,15.61072,0.712746,3374.83,2.677608802
14.74778,33.14834,0.848669,4205.47,2.7044746929
7.1197,10.6722,0.69112,4243.57,3.1509191387
20.45224,21.74394,0.910032,5426.06,3.4006799594
10.69592,13.80659,0.825299,5455.84,3.7501043963
17.47894,20.02429,0.916355,5771.04,3.1804555995
5.53172,10.04859,0.739138,4602.15,3.4504145518
6.87004,8.42145,0.775359,5427.34,3.83813954
15.53572,18.0194,0.898872,5905.78,2.8058956506
6.39946,8.63809,0.770626,4969.6,3.4164558777
14.61717,33.38996,0.898516,5353.45,2.9684242993
14.70901,16.24837,0.776983,5190.94,3.2929944707
5.27808,10.12117,0.72104,4176.67,3.1845849805
13.82031,14.562,0.852212,5472.93,3.200041451
11.75045,14.05595,0.803485,4283.63,3.1512355819
14.88214,17.15475,0.898448,5772.97,2.8260588343
7.70338,9.70648,0.791366,6125.43,3.320649576
7.59184,10.91417,0.735297,4732.29,3.1275157652
6.66034,9.01412,0.725973,3700.06,2.6669331566
8.7478,12.97344,0.812224,5906.47,3.1614292132
15.23926,16.06957,0.750658,4195.2,2.5309582603
8.2519,9.08563,0.726466,5752.07,2.9410556121
9.4101,12.59309,0.824229,5668.12,3.0828082145
7.53834,9.83931,0.739815,4559.25,3.0659541597
13.7351,17.19747,0.796908,4332.73,2.4527621327
10.85911,26.09256,0.779102,5536.9,3.0269435594
14.38029,16.90506,0.863858,5292.57,2.529075068
18.1965,35.29005,0.85391,4908.52,2.5138341624
10.59124,12.80099,0.736051,4586.04,3.1208206612
14.06438,17.71391,0.855252,5744.87,2.7382315539
14.75529,18.23498,0.885215,5997.37,2.8400709764
15.09237,16.05001,0.719442,4049.87,2.7483655684
20.49734,21.87393,0.910009,5405.99,3.3937846702
10.31394,13.57665,0.823528,5319.82,3.7636640541
9.26941,11.00779,0.811833,6102.35,3.3880090991
19.10112,23.55842,0.866391,5694.84,2.9512444973
15.31125,17.51241,0.90512,6026.63,3.1447233289
16.8522,22.43412,0.88697,5338.42,2.9407060799
10.47233,12.66675,0.756779,4486.09,3.1141149767
6.18126,9.04255,0.776421,5318.29,3.5534783159
8.24764,12.16995,0.818424,5861.53,3.2544815669
14.40888,18.09054,0.876722,5603.61,2.8619306445
11.2912,13.9143,0.781068,4777.94,3.0470361003
21.26816,22.82902,0.845258,6210.84,3.7664157214
9.669,13.51385,0.853697,7129.37,3.4252573808
14.15225,18.61356,0.907176,7254.37,3.3223041806
11.51675,19.69333,0.868903,7093.55,3.3499670809
8.71767,14.32862,0.799677,5370.45,3.7111517791
11.88802,19.11822,0.866527,5232.19,2.9933921465
12.11501,17.417,0.877758,5237.68,3.6534699027
20.23136,28.32166,0.924169,7188.07,3.2519843309
13.89571,17.76778,0.901735,6909.49,2.9905929588
35.6176,40.22036,0.949322,6048.29,3.6704662194
20.21394,20.92698,0.923772,6958.7,2.8660968988
10.29698,16.45646,0.823352,6859.52,3.3447142479
18.59229,24.57152,0.898947,7619.71,3.2585251231
29.14039,32.66637,0.9592,8342.48,4.0953444532
11.53794,13.31075,0.863849,7883.66,3.6232481574
35.54528,40.2053,0.956747,6924.84,4.1577655018
21.13451,23.74792,0.913116,6603.85,3.3013506732
20.4413,28.27379,0.94269,7826.14,3.4940978117
23.97922,30.52936,0.941572,7303,3.5266474271
20.25301,22.15894,0.883913,7104.67,3.6893398864
26.16593,55.36569,0.947963,7613.04,3.6922429919
11.24405,16.89857,0.837695,6714.99,3.1317080914
20.00296,25.80399,0.924467,7532.19,2.940132773
20.11323,21.02139,0.881624,6715.3,3.103413121
11.68137,13.88305,0.85201,6484.66,3.3880490669
16.7206,24.84457,0.87199,5969.25,2.7262442219
27.4147,35.30937,0.956451,7830.98,3.906304244
23.71384,23.97607,0.889021,6455.49,3.2678549469
30.2094,37.91888,0.950373,7567.23,3.7257793959
17.46607,23.96951,0.885406,6945.32,3.1799150119
27.65738,37.05459,0.947014,7384.53,3.4280490363
23.79483,25.05073,0.914209,6817.29,2.7083645361
9.39134,12.57045,0.796652,6070.74,3.8544791166
16.4564,22.05544,0.875806,7690.85,3.2643339031
14.00961,24.49794,0.908038,6778.67,2.8390337805
27.41758,31.58701,0.950027,7178.05,3.3367254574
16.20916,24.27141,0.896917,6590.14,2.9403991039
24.22669,25.72618,0.946085,7450.11,3.1747368034
28.5738,33.08224,0.961617,7591.23,3.9858169402
33.24348,37.07628,0.968478,7604.8,4.3753611866
10.46328,14.20756,0.839713,5719.96,3.3806285167
59.70964,61.43577,0.971199,7655.29,4.5398001137
25.02589,25.89203,0.960717,7648.89,3.7304810547
16.40021,19.30445,0.879065,6638.05,3.3856721305
35.63361,40.55924,0.952345,6343.72,3.8453956714
25.12225,28.00099,0.946548,6851.01,3.4222951275
16.04467,17.60514,0.874796,6748.75,3.5482528043
21.2354,23.69235,0.910586,5950.69,3.2766305076
19.60532,20.12491,0.913404,6541.71,3.1322235195
14.11369,18.77063,0.927309,7278.7,3.2211794952
20.49323,21.44582,0.908565,7135.44,3.1612876434
21.4559,46.88874,0.937533,7796.61,3.7312376518
11.31466,12.14958,0.829267,7092.79,3.4035301407
13.14501,15.5262,0.884731,7126.32,3.2037036678
30.64772,45.25858,0.935544,7470.5,3.7630539079
16.77099,20.54736,0.899576,7431.12,3.2448485376
10.34648,13.09944,0.802591,5291.48,2.8900602829
28.57534,33.60455,0.949687,7687.29,3.5938027965
22.61367,26.86067,0.890249,6186.73,3.1236243541
20.40245,21.03047,0.94203,7667.67,3.1852247786
20.39375,25.87882,0.907218,6690.58,3.2337764063
13.68966,14.21308,0.877687,6780.99,3.2169586311
35.43453,39.82375,0.953781,6846.43,4.0148857899
22.34947,28.74179,0.921804,7104.88,3.4257768155
15.85587,22.84793,0.871878,5761.8,2.8429587834
11.24818,13.43927,0.804233,5337.34,3.0575970955
24.36408,26.93186,0.942042,7676.94,3.6070707956
24.20934,29.13123,0.92876,7030.44,3.3013122744
35.49418,40.05786,0.952312,6490.14,3.7696028265
11.07516,18.40201,0.870409,7054.17,3.0828499984
17.99848,18.9166,0.90422,6774.27,2.9554370658
18.25134,23.67376,0.89354,6295.1,3.0901951393
11.3823,13.76693,0.838587,6083.22,3.35751527
19.02805,26.35074,0.93844,7475.67,3.1499840169
28.49136,60.21255,0.957396,7348.97,3.7084004694
20.92783,25.85228,0.931839,7527.55,3.2873202571
15.50293,21.75802,0.881366,6849.8,3.0832124539
15.84035,18.29039,0.89008,6378.95,2.7346168964
14.48052,17.18528,0.908737,7554.71,3.0145756653
19.91637,22.42376,0.889131,6668.53,3.3321862757
36.17385,41.17296,0.948823,6047.65,3.7253213911
13.49682,17.62122,0.861373,6078.26,3.0847933544
22.441,51.15439,0.939949,7441.72,3.3128790068
21.16871,46.81042,0.943795,6770.86,3.4092907814
14.31656,16.83914,0.914264,7264.72,2.8570852656
15.10366,21.15562,0.876979,5962.48,2.919748424
20.54955,23.37214,0.929317,6928.94,3.1073464993
17.78112,18.22315,0.811467,4657.34,2.7225143388
21.40712,46.36495,0.940254,6797.71,3.3335601867
16.94315,25.18833,0.91753,7192.47,3.0064402408
17.19223,18.64714,0.908202,7341.34,2.8042829731
11.84582,18.30194,0.875123,6908.86,3.3044390623
10.3994,12.49555,0.806121,6140.26,3.6540864144
12.93986,15.81327,0.852167,6841.49,3.2156605898
21.43308,23.87328,0.895095,6156.32,3.0269271357
20.37968,20.88427,0.918313,7672.76,3.0719707147
24.42163,28.03694,0.939505,7196.12,3.5110322421
19.21492,21.39418,0.888288,5719.27,2.8588220156
23.35231,53.53452,0.934927,6825.49,3.1550331614
19.81843,46.28462,0.921969,7041.51,3.3468963706
15.05427,21.88022,0.846765,6365.01,3.0355804903
19.22269,22.56235,0.880294,5937.81,3.0033221359
10.45506,12.78407,0.840412,6885.03,3.8803874852
12.17677,17.36558,0.865561,6404.5,3.4125543291
14.119,20.08058,0.880054,6399.36,3.139124265
20.08821,41.37219,0.924162,7008.11,3.3328834402
20.98774,46.49605,0.950394,7443.98,3.6468675775
9.49207,13.3207,0.817627,6614.34,3.6245587516
7.4589,22.75461,0.869879,6541.25,3.79427073
11.21766,20.1652,0.876804,5990.55,3.5399452607
19.7831,21.58814,0.928814,7682.03,3.1842881884
19.21824,21.09217,0.901827,7360.77,3.4807761763
17.00352,20.00633,0.89042,7052.04,3.299679217
22.69387,23.03545,0.906997,7004.45,2.9176386039
9.9625,13.296,0.749873,4787.45,2.5508762094
15.71722,16.85214,0.868924,7137.64,2.8853363576
22.45216,25.49799,0.918829,7582.56,3.0397918495
32.35695,36.65121,0.94202,7515.24,3.3049271899
15.34035,18.58557,0.883921,7495.09,3.2637950045
18.48039,21.00979,0.930225,7401.83,2.9564441474
15.46688,16.81712,0.90186,6833.23,2.8689989897
16.5314,17.18114,0.872314,7329.4,2.9098389497
15.42314,18.51357,0.889942,7652.44,3.0651877821
14.30278,14.86546,0.735832,4941.82,2.7336846105
14.9549,17.65898,0.880442,7383.07,3.0511678341
14.70168,15.94609,0.884002,7664.97,2.6750400596
19.75565,22.83683,0.910283,7694.01,2.9142987456
18.7579,21.85828,0.906058,7573.72,2.861377721
14.37651,15.53509,0.883595,7304.77,2.4775436957
14.4834,14.90918,0.780926,5346.51,2.7693252566
14.05309,16.31729,0.86853,6613.73,3.5400256137
20.51142,22.45295,0.91138,6468.33,2.6952312664
31.2278,33.44817,0.95506,7917.76,3.7473906958
17.19836,20.67449,0.909023,7451.93,3.2392964202
8.50511,10.94734,0.783707,6944.1,3.3048041635
19.54407,21.87078,0.911807,7039.69,3.1861300932
21.2699,22.27773,0.940974,7504.44,3.1719015193
26.12311,28.91059,0.9518,7174.09,3.4240544908
15.419,19.43398,0.903116,6864.56,3.0654316749
19.34528,22.37192,0.909907,6376.3,3.0433213098
17.2213,19.75052,0.903128,6607.61,3.081007694
15.20053,18.84134,0.880272,6904.29,3.1186805192
14.75389,15.46624,0.862049,6846.3,3.1623164106
22.06408,24.17608,0.936275,6945.32,3.0080930352
12.26406,14.72638,0.83675,5670.12,3.0007849916
10.68473,13.89424,0.875383,6484.53,2.731953396
5.8983,9.28878,0.696885,3522.33,2.38211989
18.50679,22.19607,0.897211,5997.34,2.5763433698
11.2294,12.98454,0.863736,6907.26,2.9153170692
18.75371,21.31718,0.910422,6615.01,2.8659957265
16.98478,21.52619,0.913307,5579.89,2.6088860702
36.5346,40.80014,0.953363,6807.94,4.2379107337
34.0903,39.23751,0.94498,7716.57,3.6117358392
25.47234,27.69029,0.952527,7835.27,3.7991791351
20.86928,23.7029,0.883464,5703.47,3.0110103564
17.41559,19.3748,0.908757,6676.99,2.7545613091
35.37991,38.10059,0.932445,6463.64,3.9511398692
27.42196,32.91566,0.959405,8211.75,4.1357359909
20.22278,21.0759,0.863963,5988,2.8537642689
23.80849,26.2887,0.953184,7699.61,3.7812000854
14.58321,17.97443,0.921824,7690.78,3.1112918528
24.90356,26.65959,0.865064,7674.38,3.525569513
27.17042,32.97088,0.942136,8364.42,3.7998481864
26.05115,31.21046,0.922122,7153.47,3.4071456932
24.94642,26.71488,0.859922,6385.44,3.1439286356
23.56642,25.30641,0.944204,7397.27,3.2041115887
19.22213,23.95855,0.868097,5744.54,2.9435751798
33.53993,35.10328,0.963069,7898.27,4.1953007706
25.11095,30.98158,0.923892,7348.12,3.3841962343
20.67532,23.15419,0.915384,6676.01,2.850529614
19.33505,24.15565,0.933841,8108.62,3.3810956989
14.73393,19.34897,0.877009,7632.79,3.2283484234
42.58045,51.23252,0.957186,7327.93,3.7566340199
24.35068,26.00406,0.94527,7380.01,3.2589588111
26.30106,32.3378,0.963715,7751.3,4.0546058445
26.60741,34.25662,0.957368,8026.83,4.0038648671
24.55428,25.56659,0.95057,7868.76,3.6410962507
21.13099,22.3276,0.945442,7558.98,3.1487180113
27.15786,33.63441,0.965013,7474.55,3.9451614336
36.25024,40.47333,0.950733,6128.09,3.8187917755
22.25417,27.34708,0.942685,7412.47,3.3337915424
22.33703,24.51645,0.945721,7290.26,3.4194486926
8.95676,10.29232,0.763872,5420.6,3.4711555036
14.69934,18.46017,0.915436,6390.43,3.0162723702
22.3734,23.10846,0.889288,6310.89,3.4021746169
16.40481,18.34814,0.901907,7353.52,3.0106934552
27.9926,42.59606,0.923614,6381.64,3.5115335749
29.3905,36.62698,0.948308,6939.46,3.8388215993
16.66553,18.89025,0.909957,7177.84,2.9321553615
20.45823,21.2957,0.923314,7904.39,3.325088974
12.06799,15.79695,0.830318,6548.52,3.2838799135
13.83339,17.61595,0.905767,7770.62,3.2261070003
8.43759,10.3118,0.800555,5432.92,3.1865320801
18.78704,19.68463,0.925638,7043.87,3.1090957091
17.11633,18.66916,0.911974,7020.08,2.9296490426
24.4434,27.17105,0.95579,7709.23,3.7408425355
25.46302,27.07051,0.947991,7902.23,3.6121474731
25.22508,30.58839,0.928419,6976.79,2.9999745335
17.80295,20.86335,0.925176,6377.64,2.9154978125
15.46498,19.1632,0.904451,7688.61,2.9247805134
22.66049,25.94993,0.906785,5950.52,3.2259341331
13.04903,15.8425,0.912177,7530.08,2.9335367659
36.7088,41.25471,0.953979,6319.73,3.9711803686
18.31588,23.95183,0.931581,7841.52,3.1279967504
18.54107,24.03484,0.935512,7425.28,2.9749334445
19.9984,20.94188,0.932082,7473.79,2.9325010025
21.72546,25.22636,0.948647,7252.42,3.354339792
22.18224,22.84487,0.892744,6440.31,2.9164414951
21.22588,22.91957,0.849724,6817.26,3.7902808504
14.98256,20.95759,0.878659,7749.38,3.2311045704
14.16898,20.86701,0.86969,7217.81,2.9741042445
14.75938,18.67774,0.894637,7671.52,2.7599676651
16.23757,19.92328,0.926706,7537.34,2.9663126873
18.92508,19.64317,0.900153,8241.99,3.0329180402
25.58034,33.93531,0.932541,7563.17,3.2496397865
7.81522,13.12119,0.802523,6061.05,3.3113673413
18.57483,24.55876,0.89649,6844.72,2.9530919101
18.61918,25.2899,0.940559,7523.37,3.1540206014
19.73333,25.78544,0.9351,7849.88,3.221432326
16.59407,18.86905,0.904262,6671.18,2.6332572052
19.36085,20.38788,0.939994,7665.42,3.1429347534
21.77791,22.32468,0.909897,7396.18,3.1366859845
36.34742,40.91262,0.954418,6602.68,4.0992784966
21.37175,25.15739,0.949058,7356.85,3.6792649028
21.95895,22.67758,0.904287,7096.62,3.1983294291
14.30952,15.06619,0.835391,5313.61,3.0551470664
22.29514,25.60967,0.943087,7192.17,3.4014688032
36.31943,40.37765,0.956352,7349.58,4.3692981483
18.57332,42.64793,0.924048,7325.77,3.506362538
24.46228,27.12942,0.953606,7896.88,3.9317876668
26.40587,33.43725,0.939834,7379.46,3.3496520667
10.29868,16.20378,0.85005,6139.45,3.0587375444
32.93348,35.34851,0.964528,8123.95,4.528990936
25.50812,27.05247,0.93841,7658.15,3.4203537423
20.28076,23.59561,0.93203,7753.6,3.4697797944
16.67989,17.59457,0.918181,6803.82,2.9189907881
20.49116,21.59971,0.786829,5171.35,2.851406093
16.79667,17.55953,0.857832,6815.54,3.0602556722
20.43626,21.8169,0.93989,7501.33,3.2033438942
19.58766,20.21997,0.840812,6157.49,2.7249375243
19.6108,20.45413,0.856457,7639.57,3.2153042251
30.50094,33.03214,0.957155,7642.05,3.6371392673
19.71018,21.92548,0.910367,7061.61,3.1286350305
23.10212,24.29369,0.932774,8237.11,3.2761572067
10.31325,11.81321,0.807372,7249.91,3.3763533704
27.36136,30.36892,0.955403,7166.17,3.5625449674
19.22292,20.39428,0.874126,7304.51,3.3314954669
16.3541,18.0647,0.870693,6381.81,2.8386489999
21.33101,22.189,0.870187,6542.13,3.1055771837
10.68832,12.54022,0.831317,6682.36,3.4843362384
21.05338,22.49757,0.884167,6335.69,3.0791618843
20.00891,22.45869,0.92476,6520.11,2.9444006034
15.51464,16.87168,0.915805,6179.36,2.913067525
14.35023,15.696,0.894963,6832.72,3.0962669353
14.24772,15.98018,0.865857,6874.44,3.0490491217
20.09553,22.28032,0.909432,6940.53,2.9796342039
18.42367,20.71413,0.756142,4325.45,2.8271915784
18.50214,19.68837,0.806067,5341.87,3.0926909505
16.28382,16.99801,0.905693,6217.34,2.7932250586
19.8953,22.31075,0.914704,6369.57,2.867760517
16.67693,17.46127,0.825765,4556.13,2.7377452318
5.19524,6.86363,0.657153,3846.47,2.257290842
19.76358,22.37615,0.924893,6746.75,2.8632081591
19.66655,21.94235,0.92184,6395.89,2.787043537
12.87667,16.37814,0.882185,7104.56,2.6564282557
