PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCH4 at 10 bar (mol/kg)
40.0538,40.54481,0.888556,5847.36,3.2682162583
40.88651,41.98935,0.886675,7839.77,3.6660814259
22.68682,24.50338,0.878525,7742.23,3.6049796242
21.50091,23.01362,0.866526,7757.91,3.4611883181
18.58947,20.08761,0.875047,7854.25,3.5346656467
4.64224,7.44154,0.653963,3542.29,2.4476146899
11.18068,17.43787,0.904707,6733.41,3.1005075295
23.00187,23.86984,0.894992,5698.38,3.1545183842
12.24744,13.92409,0.895613,6961.67,3.4010324886
11.07165,12.43767,0.888991,6942.46,3.5962701458
12.90938,16.84198,0.914572,7750.95,3.0498699299
9.07248,11.55477,0.793953,5648.61,3.4219198672
35.65303,36.16268,0.952207,8190.42,3.8840610722
15.57756,17.61807,0.825023,5447.51,3.1101920719
13.52078,34.70959,0.88612,7310.8,3.5358220417
33.64659,34.94074,0.953172,8243.04,3.8317161581
11.19112,16.37275,0.827625,6097.48,3.4942327793
43.87928,45.1916,0.969966,9286.25,4.7575216747
38.64952,77.37878,0.979734,9253.01,6.2457021067
7.13014,10.83553,0.610998,3030.61,2.3382353846
32.34444,33.76013,0.956221,7992.73,3.6839448301
17.08292,29.33138,0.939855,7798.25,3.261468345
38.83916,39.39976,0.867911,6230.33,3.1514734891
13.63797,15.06292,0.803774,8101.38,3.4216755187
21.83875,23.12699,0.88628,8570.01,3.7219334548
37.40496,38.27529,0.883814,7017.8,3.5673768087
37.51318,38.57091,0.869164,6056.55,3.5349878371
35.75042,36.27326,0.808064,4336.86,2.9075037216
35.73127,37.02629,0.873079,6661.27,3.4856693393
16.92374,18.25888,0.873686,8929.38,3.1196629866
16.29261,17.03204,0.827573,7456.24,3.0844590881
17.57446,17.82123,0.86854,6800.32,3.5166735656
27.64959,37.7451,0.960935,8500.95,4.1312957457
21.75272,31.00366,0.948727,7442.08,3.4388446968
18.3442,19.79665,0.848487,6176.16,2.9108074656
18.73229,19.45151,0.84785,6914.66,3.2611336173
30.01536,30.41568,0.853865,6217.96,3.4497621967
22.2878,22.89283,0.83451,6791.39,3.4290391556
60.64104,61.23848,0.945451,8616.68,4.5273436187
29.48283,30.67934,0.903519,7517.49,3.7589835776
57.91729,58.72252,0.923506,6551.09,3.5882842045
24.67756,26.31529,0.886033,6468.57,3.1720669424
40.80959,41.44419,0.932675,8414.3,3.9279117281
39.25991,39.58574,0.921585,7619.92,3.8191889202
40.71519,41.69969,0.92082,7095.3,3.9281564663
44.41907,45.43015,0.91047,6586.86,3.5972094813
61.83178,62.22066,0.94239,6462.59,4.1691176822
19.03674,19.62246,0.861391,6086.61,3.5569723938
29.27298,30.78683,0.866319,5529.81,3.3558903147
19.04421,19.9267,0.860489,6352.12,3.3611170111
42.83782,43.78743,0.914575,7617.84,3.7417001775
18.7736,19.45723,0.855966,7044.15,3.3063319049
26.18027,27.57069,0.892267,7367.02,3.4671172955
19.75558,20.61458,0.879,6866.48,3.3166161963
28.33107,28.96506,0.884199,5581.54,3.2426224662
27.0874,28.71033,0.86,5615.95,3.2550146954
30.18025,31.07783,0.893808,7352.71,3.4493513299
43.38619,44.29548,0.907102,6161.29,3.7472447923
8.84856,12.04401,0.863303,6654.46,4.025269123
19.37257,40.66764,0.9141,6051.07,3.9807380478
14.87602,16.94339,0.885342,6709.52,3.5843912755
13.2842,28.75522,0.902969,6936.91,3.8504111073
17.92396,19.9597,0.879076,7290.97,3.1665999233
16.50101,22.52406,0.940238,8125.46,3.5306923579
40.14866,42.0058,0.966825,8802.16,4.7824341596
15.41701,21.58099,0.899155,8285.24,3.6122108396
16.14418,31.57778,0.912405,8006.96,3.4333601096
17.21374,22.91216,0.91333,7014.51,3.5890622128
41.41075,41.87034,0.954541,7703.81,3.9474038197
23.83389,25.50494,0.951675,7751.44,3.7236431103
12.37187,26.60079,0.88657,6968.75,3.3067531228
27.23396,37.30569,0.959,7742.4,4.1670438071
60.39003,61.06347,0.932283,7022.69,3.7064453186
39.48577,40.64094,0.901555,7158.72,3.6702344347
67.5715,68.27106,0.941238,7734.55,3.8350379412
59.64409,60.41981,0.937734,7319.19,3.9773234628
26.71107,28.30989,0.894939,6895.85,3.3017901953
19.26705,23.85586,0.929925,7681.99,3.1396792999
15.38195,34.5162,0.933079,7451.53,3.168541101
14.37531,16.41039,0.870209,7642.71,3.2829628728
23.01381,35.24901,0.947862,8201.21,3.865885202
16.9267,19.83771,0.920369,8078.93,3.3599857619
50.76413,51.1901,0.967478,8540.11,4.8239284404
16.49597,31.85085,0.916095,7978.64,3.3504141392
52.75968,53.58791,0.947552,7865.1,4.1425230973
27.89709,43.32494,0.951584,8531.19,3.986673444
34.12688,42.40249,0.958806,8760.22,4.3543797861
23.70787,45.75966,0.961142,8346.96,4.192328174
23.3488,24.74274,0.948017,7998.97,3.5654234834
27.91379,28.57032,0.898725,6987.58,3.1114728432
34.08932,34.98037,0.926134,7806.83,3.556177496
58.46204,59.27657,0.930839,8042.68,4.105653174
38.60281,39.79572,0.915043,8111.29,3.7800431301
17.47499,20.75992,0.929284,7781.76,3.1173369467
13.7784,15.95387,0.862985,6621.54,3.2643267956
15.46655,18.9103,0.867594,6527.91,2.9665120351
16.64088,21.1517,0.929751,7682.63,3.1002934419
14.58518,23.84161,0.920938,7516.77,3.0493722517
25.33173,49.94643,0.952653,7691.71,3.810780275
17.67915,20.87084,0.928095,7896.6,3.2602111959
26.33956,30.98696,0.933654,7827.06,3.3529354609
16.40614,21.25709,0.928817,7809.37,3.242737656
30.49247,35.40726,0.937833,7894.09,3.4955079395
22.24682,24.17983,0.928304,7831.53,3.2440343161
16.9178,20.11003,0.921412,8036.63,3.3430787445
33.26353,34.66331,0.920984,7194.47,3.3494065955
27.52818,28.03217,0.876555,7325.68,3.2926049297
26.05988,27.50491,0.88259,6545.06,3.3527380177
52.77934,53.6504,0.913852,6750.04,3.6964247745
26.24291,27.73689,0.902363,9048.02,3.3022645636
36.20714,37.40259,0.91568,8496.2,3.4388313741
24.61656,25.71537,0.892829,8672.35,3.4790817686
26.63943,27.27957,0.894445,6482.58,2.9099610964
24.92809,25.84123,0.930839,7805.22,3.1832458401
33.78405,38.86803,0.963099,8300.11,4.3270456607
41.9653,46.26008,0.951313,8446.69,4.0233266079
65.79991,66.53259,0.948984,8550.95,4.5154761973
42.98626,44.0716,0.931918,8367.62,4.0534362983
28.39254,29.74476,0.903031,7152.59,3.3604071343
44.47227,45.09402,0.945161,8906.68,4.3556772749
28.78587,30.18961,0.900759,8177.98,3.6848400451
30.95658,31.87317,0.914041,7024.37,3.4769075696
44.83747,45.67098,0.942753,7814.84,4.1281762882
28.69153,29.85072,0.91804,7020.73,3.3654056286
24.96072,25.55365,0.896457,6529.03,3.7433303151
26.0743,27.1466,0.900126,6472.1,3.7830306536
34.03082,35.04844,0.899832,6105.28,3.7919811424
22.23987,24.18962,0.876201,6151.53,3.6497269409
33.92944,35.24081,0.891313,5995.97,3.7364004554
25.68762,26.61994,0.881028,6058.48,3.666326149
34.0959,34.40323,0.902739,6202.56,3.7109998448
22.41667,24.35184,0.866728,6027.8,3.542733229
49.48085,50.41258,0.926724,7074.16,4.012342681
52.44883,53.04867,0.942686,8540,4.2881818653
34.86831,35.6871,0.93211,8521.75,4.0628964458
52.1656,52.8528,0.933802,8041.97,4.1156844744
24.26417,26.02817,0.897392,7761.74,3.613249165
33.08777,34.41421,0.92314,7610.62,3.8024837623
31.35132,32.80229,0.914552,7777.85,3.72297188
48.72366,49.69209,0.926174,7463.01,3.9918886983
50.43406,51.34882,0.92768,7157.25,3.8796841791
52.18129,52.99566,0.92239,6745.86,3.827163459
32.40876,33.81829,0.894333,6511.07,3.454882168
31.9162,33.29399,0.915131,7697.87,3.7343031932
25.50476,26.43451,0.876884,6670.88,3.4138684365
34.98541,35.86217,0.933461,8498.54,4.043543799
34.39276,35.36999,0.913838,6750.99,3.8733670202
24.22227,26.01805,0.91366,8076.72,3.6109749716
26.14201,26.85627,0.901983,7327.23,3.5844453164
49.28049,50.2353,0.923091,8200.41,4.1688101994
11.77166,16.33605,0.91965,6815.62,3.4062032329
28.03899,28.25352,0.912791,6171.15,3.745939384
15.07801,18.47673,0.86916,5916.88,3.4438658689
10.32884,20.64843,0.875242,6551.65,3.6827073043
13.0164,17.48501,0.880977,6232.71,3.7371502313
18.6408,19.01063,0.853616,6032.26,3.6323034326
8.34743,11.64658,0.777415,4274.59,3.7641896162
18.25009,35.27755,0.935121,7839.46,3.6407151427
41.7408,42.14723,0.954111,7839.18,4.0382427278
16.8,19.634,0.890654,7056.71,3.3859354577
16.15912,20.17574,0.912367,7542.51,3.4449022698
38.53755,42.89656,0.976714,8178.71,5.7763877526
29.16317,34.00142,0.950326,7546.69,4.1118836764
35.05615,35.5756,0.968708,8129.27,4.6320839053
34.7813,46.92895,0.968,8171.88,4.6627045202
34.99682,70.38238,0.97453,8277.53,5.4275812481
20.18213,22.4673,0.880205,5706.7,3.3735072743
62.62067,63.06366,0.980311,9252.26,6.7046276308
19.11555,21.27689,0.918181,7627.35,3.623408921
24.62585,43.72341,0.961908,8070.2,4.1579658947
43.04031,50.81622,0.968579,8160.3,4.7526816178
28.27064,38.43338,0.933965,7447.6,3.620787264
32.15259,33.00947,0.915311,7171.2,3.2855374484
52.45712,53.36538,0.939632,8393.55,4.1042127792
78.72085,79.32252,0.958351,9288.71,4.77052763
38.18604,38.34112,0.940521,7708.42,3.5990480855
25.55155,26.73638,0.950217,8118.77,3.5037306516
32.28651,45.3792,0.969891,8450.69,4.9214432595
37.75149,37.89987,0.937491,7943.96,3.7058184273
25.55213,26.83116,0.949466,8260.71,3.6423016737
23.57081,46.75306,0.927918,7446.84,3.9205525079
15.54081,20.65786,0.900383,8163.15,3.3662145588
22.99634,30.13021,0.923565,7643.89,3.4985809911
22.61688,29.11738,0.945834,8396,3.8045089108
73.26158,74.01121,0.986586,9601.2,8.3619641246
41.91119,44.50391,0.957266,8256.61,4.2398499377
18.3157,25.61408,0.921307,8193.07,3.4190071256
36.0677,64.52218,0.977644,9563.01,6.4802398844
24.88736,43.31009,0.954374,9362.65,4.2933426479
35.97526,37.27065,0.933791,8765.92,3.7392245367
35.61895,36.88376,0.922658,7642.99,3.4213420323
35.82818,37.09945,0.930836,8686.72,3.7794079582
35.65332,36.83071,0.917872,8249.59,3.638198376
25.55592,28.63326,0.94332,7880.16,3.4114513145
35.50798,36.70072,0.933222,8029.15,3.5907592038
47.51399,48.25409,0.934054,6876.27,3.4668518627
42.7599,43.80969,0.931529,7342.94,3.6727095521
41.64509,42.75085,0.932511,8910.14,4.0675314509
24.48503,24.80659,0.869097,6650.79,4.0553366504
22.44813,29.3932,0.925627,7876.68,3.5247278572
46.05401,63.64229,0.983802,9269.83,7.4974865079
43.04111,53.1964,0.966564,8593.89,4.8474076803
39.75754,61.50153,0.982828,9439.72,7.1691938659
34.42523,35.00709,0.917259,7411.57,3.4816529748
31.72921,32.64326,0.908341,8488.92,3.6593677801
35.80439,56.05976,0.95392,8346.82,4.0457724996
17.52557,38.80871,0.907487,8140.44,3.2964284854
27.00098,34.83078,0.961387,7888.36,4.1232791817
31.16694,32.48015,0.926909,9250.49,3.8050063806
77.13957,77.75437,0.944667,7853.18,3.9969923154
50.51687,51.42975,0.934996,7900.31,3.7341807954
31.24331,32.42532,0.92928,9276.46,3.7902930266
38.81901,39.76853,0.9368,8637.75,3.846844437
51.4342,52.35435,0.943285,8929.67,4.240788035
39.1996,39.75872,0.937843,8866.56,3.8788234169
31.40527,32.35338,0.92771,8296.65,3.7478625479
43.32049,43.9653,0.926183,7784.91,3.8731183913
65.63354,66.36524,0.93339,7521.61,4.0536336167
42.93656,44.02993,0.919797,7562.08,3.7070702953
65.10893,65.84728,0.926271,7099.3,3.9637786177
43.26988,44.34763,0.929939,8673.81,3.9277067579
30.90037,31.99499,0.924278,8949.6,3.6204664402
66.15133,66.87619,0.948461,8668.13,4.3503750649
31.18564,32.00382,0.921855,8797.26,3.5572501462
29.29364,30.75983,0.927986,8565.44,3.5238875988
64.50211,65.24569,0.941724,8433.08,4.1717237888
29.98892,31.34407,0.92331,8721.69,3.5531781023
31.10322,32.44666,0.909142,7494.56,3.1985158416
42.88559,43.68681,0.926387,7427.64,3.5647723871
64.0256,64.76113,0.943414,8315.63,4.228125405
42.64427,43.25619,0.931406,8131.22,3.9389255803
42.83142,43.57723,0.940235,9211.67,4.0403907942
38.63276,39.59472,0.939074,8956.13,4.0040710119
20.246,29.34922,0.944559,8046.81,3.6152089567
37.27957,37.34649,0.919908,5035.01,3.7038140382
12.47386,18.42736,0.881716,7055.3,3.4873577149
28.08731,42.88402,0.963794,8503.26,4.570659776
20.56473,23.31509,0.868609,7238.39,3.7101222131
28.18117,42.87258,0.962749,8639.2,4.6696867042
58.17103,58.54577,0.978355,9216.03,6.1950079622
42.036,43.90725,0.971947,9049.58,5.3873990129
40.5505,54.59632,0.977936,8827.99,6.1201070691
26.5196,28.78628,0.962421,8745.43,4.3674002394
18.58034,24.88479,0.86675,6382.81,3.5306858643
34.92339,42.71863,0.955811,8608.46,4.4235785914
47.99664,50.9967,0.979773,9494.68,6.7231571541
31.72633,37.16797,0.934471,8295.74,3.8198911955
28.22825,31.68016,0.918412,8337.44,4.0721846498
43.6135,55.67525,0.974263,8743.82,5.4382285037
30.32904,31.68512,0.933088,6509.7,3.4160027917
19.44546,27.25902,0.852131,5371.45,2.825463253
55.19741,56.01809,0.94921,8192.48,3.8802049183
56.88872,57.37566,0.942193,8564.71,4.2046267698
63.37162,64.08234,0.960424,9655.9,4.643155831
43.91321,44.82516,0.939423,9252.64,3.9899597546
45.6274,46.61675,0.948412,8517.05,3.9791817773
46.57957,47.54055,0.951092,9195.49,4.0260415477
42.79966,43.8438,0.947009,8582.84,3.7654269503
47.47096,48.11273,0.955209,9221.64,4.1833024837
47.34821,48.29638,0.950981,8832.56,4.0655150432
85.44347,85.87247,0.96404,8127.35,4.6720791488
39.72841,40.30453,0.944049,8092.69,3.8431405669
84.95221,85.35973,0.959689,9259.75,4.8872752493
56.96952,57.53718,0.948726,8134.19,3.9251927159
43.12878,59.57228,0.982853,9405.92,6.8865924652
46.31773,46.5624,0.958579,8266.01,3.8312931241
34.07259,36.9977,0.967338,9152.04,4.3386068048
24.51765,46.79714,0.965116,9033.46,4.3412584218
67.35117,67.66966,0.981798,9021.87,6.8156718855
54.38503,55.43024,0.961968,8185.37,4.5390923894
64.16256,64.8861,0.96188,8678.05,4.6994703331
43.21129,45.16201,0.984946,9939.61,7.7820386579
33.78654,42.73374,0.968679,9470,4.8641597974
54.35542,59.43639,0.985927,9925.32,8.2216539267
46.16669,50.47543,0.968054,8926.49,4.6702448686
44.14981,48.3528,0.981615,9240.1,6.5252053114
27.75564,38.53518,0.933532,7576.54,3.6043967142
47.35977,47.99906,0.948601,9935.63,4.1973080914
45.80209,46.72368,0.94344,9337.28,4.0202552825
39.2275,40.03529,0.933185,8713.28,3.7554208689
39.31579,39.9319,0.934675,9506.53,3.7921083311
38.79637,39.83105,0.930994,7958.51,3.5954813743
39.34786,39.85299,0.927254,7697.62,3.5716413486
37.93608,38.46932,0.917955,7381.24,3.5053353605
31.3376,58.49973,0.947788,8155.31,4.1770669463
50.65162,51.59265,0.955374,7976.36,4.3167993826
40.52895,41.03324,0.94563,9512.34,3.9909793319
53.25198,54.11892,0.949689,8281.73,3.8579088265
39.8718,40.23784,0.930123,8712.31,3.7992044558
58.95298,59.68979,0.94828,9248.9,4.3785391388
46.47956,46.77587,0.951262,9111.12,3.9839596125
61.05381,61.32444,0.955289,8270.37,4.146221706
83.35199,83.93165,0.96311,9679.27,4.9105510971
62.27193,62.97967,0.957105,9364.78,4.5092725787
43.30522,44.3598,0.947582,8555.94,3.7739046425
39.60105,39.98197,0.93931,8083.6,3.5859035921
56.06145,56.88708,0.958604,10091.5,4.5540270351
39.61299,74.58604,0.979928,9108.51,6.051733289
29.07274,43.54143,0.963685,8801.21,4.472418998
40.51623,40.78455,0.897268,7080.42,3.8871025665
24.34446,47.73269,0.964188,9124.85,4.4010659455
45.71843,54.79547,0.96668,8574.09,4.8731288233
60.43378,60.95446,0.966468,8277.17,4.9762584113
27.77225,37.40998,0.94891,8578.31,3.8942428413
65.58198,66.09664,0.970359,8407.74,5.3219360692
26.92075,36.84695,0.927514,7866.1,3.8810444904
52.72871,65.9518,0.977884,9541.93,6.1600225754
72.89208,73.50257,0.974939,8985.81,5.8365815244
37.23701,66.20312,0.981718,9382.94,6.6150281957
58.69059,59.50599,0.943399,8346.86,3.9447162956
40.03346,40.62299,0.934401,9552.99,3.8949499107
43.12381,44.20998,0.93921,9597.95,4.0001388211
40.24755,40.50434,0.923727,7983.13,3.6742996429
39.34404,39.97559,0.930798,8376.47,3.6224979071
39.88702,40.76187,0.935429,9160.4,3.7444472571
36.74523,45.21194,0.977937,8333.64,5.5803447446
24.4437,38.78386,0.952844,7920.67,3.8069824326
23.85728,25.69648,0.88827,6524.69,3.2840881118
24.24198,25.89421,0.895449,6500.93,3.3932247563
24.06652,25.87528,0.87587,6571.13,3.4018507779
62.69472,63.43194,0.940316,7132.99,3.7944577399
43.21338,43.76002,0.926574,7036.17,3.7587841331
43.12711,43.65285,0.930003,6783.1,3.4212777787
23.19191,24.26218,0.908289,7330.07,3.4013031017
31.92778,33.34534,0.9278,6902.19,3.4134062441
50.55618,50.84854,0.93222,6238.19,3.8759352613
23.14825,24.1374,0.89091,6719.87,3.4292655436
24.1982,25.74791,0.89579,6621.26,3.5167578613
47.65124,48.62015,0.915174,6073.69,3.7743351625
23.5346,24.13174,0.884103,5999.62,3.4228767737
32.75112,33.12022,0.905699,7317.42,3.646586824
24.04981,25.81463,0.897356,7346.42,3.5513929897
50.11205,50.94874,0.914088,6247.23,3.7280888105
23.34638,23.97981,0.885317,6417.88,3.3451671732
30.66867,31.90673,0.89825,6437.81,3.4759828673
21.79746,23.483,0.855145,5972.29,3.1868685004
49.99083,50.63436,0.922673,7413.82,3.8649276632
32.80407,33.84046,0.924698,7706.53,3.6285087037
23.89855,24.68233,0.914482,7454.38,3.49552212
23.66377,25.50707,0.883192,6734.66,3.0877985504
49.67586,50.55911,0.921201,6889.3,3.6154179822
23.94681,25.42721,0.898075,7046.08,3.3405286628
32.54423,33.70103,0.930341,8199.31,3.6721248596
22.96016,24.42289,0.891288,7489.83,3.3110790805
50.83964,51.7552,0.946054,8193.5,4.2051876216
33.12945,34.38479,0.934815,8158.97,3.848789105
24.1927,25.73433,0.920779,8010.54,3.6180091937
23.77946,25.62628,0.914179,8507.67,3.540082662
32.67565,33.7174,0.925773,8428.81,3.7434241817
24.4317,25.76893,0.911754,7583.06,3.4947822052
31.12643,32.574,0.924169,7836.22,3.6474548634
16.56651,24.12364,0.924075,6766.47,3.4109102142
16.85768,19.52858,0.866541,5053.99,3.0552011057
26.16919,34.67212,0.945468,6650.52,3.5037530728
5.93499,7.96421,0.603383,3007.27,2.3229907547
14.06479,27.70469,0.924978,7063.05,3.4182303701
21.24784,23.79351,0.913331,7470.89,3.5406246437
34.26804,36.25058,0.9676,8048.42,4.4896781846
29.15601,35.88342,0.967423,8083.63,4.6019123868
42.14749,42.28495,0.963656,8114.81,4.3610044051
41.8922,42.55989,0.96481,7863.77,4.2284054598
10.86541,12.38962,0.655013,2974.88,2.430894154
37.13877,41.513,0.975205,7904.3,5.27125255
33.64255,34.33811,0.967023,7812.69,4.3146655841
52.05244,52.26638,0.973286,7794.77,4.754140651
33.42066,45.80687,0.966723,7848.61,4.2985105127
26.03761,36.72723,0.964429,7857.5,4.2064165182
20.17557,28.77817,0.923471,6886.69,3.4419698306
14.45187,15.12655,0.746256,4275.68,2.9381317715
44.82537,45.77512,0.921986,7575.17,3.802322499
79.63246,80.22442,0.962999,9219.02,4.7700066254
48.1883,49.00659,0.93485,8344.93,3.9619473021
34.60796,35.90088,0.932247,7656.08,3.4122232464
35.12781,36.40408,0.926787,7657.24,3.3674223642
68.27608,68.74842,0.948936,8694.48,4.3439859761
75.22902,75.87123,0.954971,8620.1,4.4398741515
30.90384,31.41883,0.920994,6995.92,3.2405212164
68.57983,69.0036,0.946449,8318.09,4.3202827783
68.58834,69.27176,0.956744,9112.35,4.4865129984
31.34787,32.51622,0.937383,9087.24,3.7656250959
14.36981,19.57443,0.89753,6795.08,3.3121365586
37.14287,37.35755,0.94043,7696.4,3.6319240671
23.06082,35.89301,0.951441,7901.01,3.851036145
28.87276,53.29491,0.972267,8589.72,4.9711653091
37.17188,43.17721,0.981113,9216.92,6.4070067362
21.83661,27.12487,0.882512,6424.44,3.3908839879
19.66723,34.2272,0.943437,7877.65,3.5970945833
39.62803,44.42719,0.974358,8357.59,5.0740987805
30.15302,31.46544,0.92626,9063.36,3.6412219157
30.23627,31.29055,0.929315,8087.95,3.3946837543
38.00459,38.76442,0.93653,7888.51,3.5337112209
28.58347,29.52639,0.899019,6570.93,3.2029029278
30.02124,30.82142,0.91891,6708.49,3.1701137774
29.94969,31.05164,0.931263,8044.17,3.397151353
37.92313,39.01337,0.937928,7994.73,3.6797543574
21.75272,24.14185,0.893817,6899.18,3.4324366259
42.26849,44.05083,0.967033,7984.14,4.3342715844
22.1156,35.43265,0.942278,7983.25,3.6156884927
43.43743,44.15307,0.933826,7383.51,3.5610927139
38.00318,38.36892,0.939242,8234.28,3.6344674272
51.34451,52.1429,0.948055,8242.08,3.962304881
77.96992,78.51047,0.957886,8236.56,4.4155932961
74.84565,75.4955,0.948089,7715.72,3.9576679832
51.66273,52.54703,0.948141,8600.38,3.9775066281
51.64971,52.30777,0.953905,8229.5,4.0787397767
39.49367,39.89939,0.939899,8042.72,3.717630837
51.0573,51.87162,0.945082,7454.32,3.6377586881
42.12948,42.84137,0.934318,7067.07,3.4984399047
42.48682,43.11689,0.93365,7101.03,3.5107261108
43.86224,44.46299,0.941017,8193.57,3.7832802391
32.7444,33.37494,0.955866,7850.89,3.5890926988
16.82314,20.88617,0.908658,7135.42,3.2160250035
22.04444,28.9466,0.908149,6566.56,3.1877336646
19.09912,39.14606,0.951138,7739.53,3.4851163574
12.95576,16.80656,0.906491,7394.76,3.3007585966
38.03876,71.91686,0.972361,8086.59,4.8726134343
26.04341,29.99725,0.951046,7980.62,3.567779477
49.09429,49.53519,0.94703,6747.86,3.8126232891
22.60317,32.06722,0.947309,8132.1,3.8243211239
38.83865,39.44803,0.935603,7698.09,3.5369476705
61.53809,62.29935,0.922542,6696.4,3.8258722801
30.73612,31.92948,0.926702,9031.56,3.4870300417
30.69606,31.98142,0.920353,8214,3.3398288567
35.83247,57.11435,0.959457,7371.72,3.7701224038
16.25097,36.86134,0.917572,7322.96,3.3045830734
33.53966,38.00911,0.908574,7335.45,3.6359019329
39.091,46.66296,0.937657,7708.27,3.998739234
29.00501,41.56317,0.975917,8311.85,5.6119451721
42.6815,63.09991,0.981516,8280,7.0678090982
14.10546,22.18694,0.898341,7642.4,3.1886812701
27.03594,28.19287,0.910599,7912.66,3.573020516
48.69685,49.26327,0.928402,8295.65,3.8904216278
42.49296,48.31879,0.946169,7816.9,4.2988874484
24.32917,25.93522,0.954748,8297.8,3.9352451031
30.31018,31.15979,0.920018,8270.27,3.7015516573
41.51341,63.03348,0.98046,8300.1,6.9249198603
23.8457,25.7892,0.949896,8282.67,3.8004495583
26.78245,28.06814,0.906773,7962.99,3.6438151195
28.86393,40.02815,0.970298,8300.92,5.2931504249
40.15476,53.92335,0.955374,7941.63,4.6296535539
28.69544,39.21701,0.973029,7852.13,5.0696860105
46.67951,47.67918,0.91543,7348.77,3.54188432
23.71822,25.24745,0.948381,7689.78,3.5217972841
26.49081,27.64995,0.889586,6260.1,3.1195372974
43.40755,44.08424,0.907701,6608.19,3.3033673324
16.18684,20.72241,0.899373,7224.18,3.1887367333
43.87244,44.11169,0.942359,8149.28,3.4743121691
43.89084,44.92485,0.908855,7291.02,3.4802367643
34.5809,38.52107,0.92339,7540.85,3.8043604346
29.10788,30.05741,0.914239,7758.37,3.7196158638
48.92733,49.43203,0.928202,8114.73,3.8248518865
23.97716,26.03908,0.955899,8184.39,3.9529869245
30.00064,30.80844,0.906966,7270.11,3.5698756204
15.59822,21.96856,0.893988,6907.02,3.06817465
23.28099,24.97135,0.949929,7733.36,3.5396630654
28.78239,40.42133,0.975574,7906.05,5.3453930336
29.3409,41.61417,0.977234,7949.99,5.4982968046
23.45423,25.42453,0.956029,7894.92,3.8408260927
34.15857,45.31151,0.948659,7426.19,4.0852368319
16.76457,21.22043,0.899875,6700.7,3.349689575
33.19699,46.25206,0.950342,7422.5,4.1942467431
33.19699,40.07448,0.92685,7283.69,3.839303801
19.63449,27.69825,0.932888,6700.19,3.514637422
40.93273,41.28939,0.913176,6781.92,3.6833601502
31.76166,39.73654,0.92285,7007.57,3.7533912324
30.28847,54.78022,0.973049,7931.54,5.3021413807
30.24618,38.06388,0.915955,7077.28,3.7349603152
24.97994,25.4762,0.892685,6857.98,3.5036796023
19.56623,26.90489,0.925234,7334.05,3.5149682536
30.72896,44.42104,0.943056,7760.91,3.931623058
24.72782,31.75185,0.962835,8010.93,4.3292139903
24.99034,32.12687,0.964948,7952.27,4.3938039022
30.0685,39.63104,0.945115,7873.17,3.7796745464
32.82548,45.2743,0.947067,7216.5,3.986554089
41.60802,42.10233,0.919538,7902.04,3.7305908868
36.29187,38.58298,0.93254,7368.1,3.8175543899
32.85633,38.23138,0.9174,7050.69,3.4746847847
17.53838,19.7876,0.915719,7427.13,3.1801741607
15.02372,26.2664,0.918676,7438.74,3.3382322545
34.20116,45.23251,0.952597,7488.86,4.1391943515
34.557,45.2217,0.949895,7468.76,4.0845445803
34.5322,46.12313,0.952407,7569.08,4.1428436425
34.53226,39.91994,0.928285,7470.62,3.727463943
34.19855,46.07734,0.949877,7607.31,4.1051847915
39.72067,40.82312,0.911419,7267.41,3.5806554692
24.72873,25.68432,0.901136,7179.15,3.3851032304
35.50963,54.42229,0.974397,7891.86,5.5289280082
24.73276,25.47106,0.891342,7584.1,3.5206706294
24.73325,25.20298,0.884675,6904.39,3.3025306857
18.92387,26.22153,0.922421,7445.88,3.5074088918
14.15775,26.52243,0.917658,7243.88,3.2231936089
25.61369,36.29025,0.969994,7907.44,4.7680255197
17.45498,22.51317,0.902934,6452.51,3.2042149632
17.45497,19.43214,0.866474,6132.09,3.2937572659
25.37673,29.07097,0.965738,7910.54,4.455877964
14.70798,26.5701,0.923185,7391.61,3.3373147927
33.13962,45.29322,0.946502,7515.12,4.0590160825
17.50074,22.39691,0.900111,6507.66,3.2244797387
24.66254,25.8275,0.89526,7123.72,3.4812606858
15.98016,19.09275,0.859677,6275.64,3.2642998135
36.12944,54.37145,0.976731,7894.26,5.7102711082
34.72361,46.1969,0.950175,7639.4,4.1462092338
38.15868,38.19409,0.862322,4805.67,3.2644907098
20.68857,27.3513,0.923168,6839.84,3.6506631925
41.9572,63.21408,0.981929,8176.41,7.038182933
18.73783,27.29163,0.927939,7289.03,3.595114257
28.54099,28.63998,0.879126,4257.9,3.2554295518
16.60987,25.51541,0.921164,6694.97,3.2905744603
18.27452,22.74225,0.935184,7262.81,3.3524212441
8.89089,14.58517,0.813744,5339.02,3.2791646965
17.89365,18.82202,0.85511,6288.53,3.3259873122
17.09212,23.12127,0.925142,7613.31,3.5639752547
19.45582,26.90016,0.926545,7051.55,3.6362960481
18.93028,23.65829,0.904505,7029.19,3.4708805348
21.13962,23.49062,0.951373,7856.51,3.7543382585
31.99477,46.73126,0.96024,7364.13,4.2664205607
52.52027,53.40504,0.92469,8021.85,3.7443416608
28.32164,30.17395,0.964893,8566.34,4.523723265
47.93974,62.17192,0.972013,8319.55,5.6515539982
